chromosome_name,external_gene_name,external_transcript_name,transcript_length,description
1,FAM231B,FAM231B-201,510,family with sequence similarity 231 member B [Source:HGNC Symbol;Acc:HGNC:49506]
4,INTS12,INTS12-210,569,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-205,562,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-203,995,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-204,726,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-208,653,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-206,1975,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-201,1710,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-202,1927,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,LNX1,LNX1-202,3757,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,LNX1,LNX1-201,2953,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,LNX1,LNX1-209,1024,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,LNX1,LNX1-206,731,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,LNX1,LNX1-208,603,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,LNX1,LNX1-205,572,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,LNX1,LNX1-203,556,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]
4,PDHA2,PDHA2-201,1456,pyruvate dehydrogenase E1 alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:8807]
4,ZCCHC4,ZCCHC4-201,2785,zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]
4,ZCCHC4,ZCCHC4-202,1903,zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]
4,ZCCHC4,ZCCHC4-206,938,zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]
4,CBR4,CBR4-201,3443,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
4,CBR4,CBR4-202,1602,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
4,CBR4,CBR4-203,1052,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
4,C4orf47,C4orf47-203,714,chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]
4,C4orf47,C4orf47-204,785,chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]
4,C4orf47,C4orf47-201,1134,chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]
4,DDX60,DDX60-201,6071,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]
4,DDX60,DDX60-204,618,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]
4,DDX60,DDX60-206,534,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]
4,ANXA10,ANXA10-201,1417,annexin A10 [Source:HGNC Symbol;Acc:HGNC:534]
4,COPS4,COPS4-206,2273,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]
4,COPS4,COPS4-201,1744,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]
4,COPS4,COPS4-207,878,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]
4,COPS4,COPS4-202,1702,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]
4,COPS4,COPS4-209,1695,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]
4,TLR10,TLR10-201,3958,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,TLR10,TLR10-204,3462,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,TLR10,TLR10-206,2616,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,TLR10,TLR10-203,676,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,TLR10,TLR10-207,3801,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,TLR10,TLR10-202,3484,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,TLR10,TLR10-208,3673,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
4,BEND4,BEND4-201,8765,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]
4,BEND4,BEND4-202,8692,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]
4,BEND4,BEND4-203,1348,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]
4,DCAF4L1,DCAF4L1-201,4772,DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723]
4,PRSS12,PRSS12-201,4809,"protease, serine 12 [Source:HGNC Symbol;Acc:HGNC:9477]"
4,CD38,CD38-201,5668,CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]
4,CD38,CD38-204,455,CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]
4,FAM241A,FAM241A-201,8901,family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]
4,"NAT8L","NAT8L-201",5571,N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]
4,"NAT8L","NAT8L-202",5870,N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]
4,ADGRL3,ADGRL3-215,12636,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-217,6297,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-213,5069,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-214,5042,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-203,4838,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-206,4982,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-209,5009,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-207,4843,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-216,4789,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-202,4816,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-210,4758,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-204,4962,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-205,4935,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-218,4731,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,ADGRL3,ADGRL3-201,4284,adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
4,CCNI,CCNI-201,2772,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
4,CCNI,CCNI-208,636,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
4,CCNI,CCNI-203,541,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
4,CCNI,CCNI-207,517,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
4,CCNI,CCNI-205,595,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
4,PDLIM3,PDLIM3-202,1766,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
4,PDLIM3,PDLIM3-203,1672,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
4,PDLIM3,PDLIM3-212,2352,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
4,PDLIM3,PDLIM3-201,2589,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
4,PDLIM3,PDLIM3-213,1016,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
4,CEP44,CEP44-206,4534,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-207,600,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-204,3290,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-209,605,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-210,913,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-205,732,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-201,4173,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,CEP44,CEP44-203,3037,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
4,TMPRSS11E,TMPRSS11E-201,2136,"transmembrane protease, serine 11E [Source:HGNC Symbol;Acc:HGNC:24465]"
4,HMX1,HMX1-202,651,H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017]
4,HMX1,HMX1-201,1895,H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017]
4,CHRNA9,CHRNA9-201,2276,cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]
4,MCUB,MCUB-201,2278,mitochondrial calcium uniporter dominant negative beta subunit [Source:HGNC Symbol;Acc:HGNC:26076]
4,RPL9,RPL9-201,750,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
4,RPL9,RPL9-203,1127,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
4,RPL9,RPL9-208,667,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
4,RPL9,RPL9-207,371,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
4,RPL9,RPL9-204,571,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
4,RPL9,RPL9-206,689,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
4,PACRGL,PACRGL-223,981,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-208,1582,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-202,2073,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-201,1937,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-231,860,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-203,1720,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-224,625,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-216,681,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-232,573,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-221,580,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-233,543,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-229,564,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-206,1034,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-226,556,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-210,620,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-228,915,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-230,580,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-207,810,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-222,543,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-211,577,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-218,1142,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-227,1773,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-225,647,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,PACRGL,PACRGL-212,223,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
4,LGI2,LGI2-201,6428,leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]
4,LGI2,LGI2-202,767,leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]
4,UNC5C,UNC5C-201,9875,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
4,UNC5C,UNC5C-204,2350,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
4,UNC5C,UNC5C-203,2220,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
4,UNC5C,UNC5C-202,1789,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
4,UNC5C,UNC5C-205,9403,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
4,SLC10A4,SLC10A4-201,1790,solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]
4,PRKG2,PRKG2-202,3431,"protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]"
4,PRKG2,PRKG2-207,2623,"protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]"
4,PRKG2,PRKG2-206,3852,"protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]"
4,PRKG2,PRKG2-201,4822,"protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]"
4,NR3C2,NR3C2-202,5712,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
4,NR3C2,NR3C2-203,5893,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
4,NR3C2,NR3C2-208,3822,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
4,NR3C2,NR3C2-207,2967,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
4,NR3C2,NR3C2-209,5909,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
4,CPE,CPE-205,564,carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]
4,CPE,CPE-201,2421,carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]
4,CPE,CPE-202,633,carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]
4,CPE,CPE-204,563,carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]
4,ATOH1,ATOH1-201,2212,atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797]
4,C4orf19,C4orf19-202,1943,chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]
4,C4orf19,C4orf19-203,828,chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]
4,C4orf19,C4orf19-201,1949,chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]
4,PRMT9,PRMT9-201,3528,protein arginine methyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:25099]
4,APBB2,APBB2-201,8972,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-224,4166,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-227,2964,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-214,3592,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-204,1681,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-211,3316,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-208,1274,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-223,539,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-219,591,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-229,550,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-226,537,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-225,426,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-217,907,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-216,639,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-205,493,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-215,604,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-206,544,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,APBB2,APBB2-230,6992,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
4,GSTCD,GSTCD-209,572,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-203,4043,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-206,2091,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-202,2416,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-207,718,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-208,578,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-201,2154,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,GSTCD,GSTCD-211,4273,glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]
4,DRD5,DRD5-201,2330,dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]
4,STPG2,STPG2-203,4203,sperm tail PG-rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:28712]
4,STPG2,STPG2-201,1652,sperm tail PG-rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:28712]
4,CXXC4,CXXC4-201,5565,CXXC finger protein 4 [Source:HGNC Symbol;Acc:HGNC:24593]
4,CCDC110,CCDC110-202,2722,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,CCDC110,CCDC110-201,2898,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,CCDC110,CCDC110-207,467,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,CCDC110,CCDC110-209,2592,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,CCDC110,CCDC110-204,789,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,CCDC110,CCDC110-206,705,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,CCDC110,CCDC110-205,544,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]
4,RASL11B,RASL11B-201,1995,RAS like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804]
4,PDLIM5,PDLIM5-203,1189,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-201,6083,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-217,372,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-207,2081,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-208,538,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-221,2979,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-210,1794,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-219,3356,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-214,554,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-218,794,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-202,1960,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-205,2020,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-206,5713,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,PDLIM5,PDLIM5-222,6219,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
4,ADGRA3,ADGRA3-202,4566,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
4,ADGRA3,ADGRA3-209,1572,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
4,ADGRA3,ADGRA3-204,2870,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
4,ADGRA3,ADGRA3-212,733,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
4,JADE1,JADE1-209,3560,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-203,5544,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-205,567,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-211,3000,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-204,584,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-212,532,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-208,564,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-202,4012,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-206,552,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-207,504,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-214,5648,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-213,5644,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,JADE1,JADE1-201,5772,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]
4,SDAD1,SDAD1-201,3017,SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]
4,SDAD1,SDAD1-203,2513,SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]
4,DCAF16,DCAF16-201,4548,DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]
4,EDNRA,EDNRA-206,1569,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
4,EDNRA,EDNRA-201,4135,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
4,EDNRA,EDNRA-204,1032,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
4,EDNRA,EDNRA-202,3823,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
4,LAP3,LAP3-201,2213,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
4,LAP3,LAP3-210,1876,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
4,LAP3,LAP3-209,626,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
4,LAP3,LAP3-211,2100,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
4,C4orf45,C4orf45-201,1215,chromosome 4 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:26342]
4,MAD2L1,MAD2L1-201,5468,mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]
4,BBS12,BBS12-201,3244,Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]
4,BBS12,BBS12-202,859,Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]
4,BBS12,BBS12-203,3431,Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]
4,IL21,IL21-201,629,interleukin 21 [Source:HGNC Symbol;Acc:HGNC:6005]
4,IL21,IL21-202,707,interleukin 21 [Source:HGNC Symbol;Acc:HGNC:6005]
4,SH3TC1,SH3TC1-217,509,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]
4,SH3TC1,SH3TC1-202,829,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]
4,SH3TC1,SH3TC1-201,4226,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]
4,SH3TC1,SH3TC1-203,617,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]
4,SH3TC1,SH3TC1-216,551,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]
4,SH3TC1,SH3TC1-222,514,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]
4,RWDD4,RWDD4-201,2641,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]
4,RWDD4,RWDD4-205,1551,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]
4,RWDD4,RWDD4-206,1393,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]
4,RWDD4,RWDD4-203,264,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]
